,stars,comments
1406,5.0 stars,"  Flawless. Delivered before time. No other laptop comes even close for the price. Watch out for discounts, 45k is the lowest I've seen this go. Good for any tasks you throw at it, development, video editing."
1407,5.0 stars,"  I love the laptop. It has all the qualities I needed in a laptop. Swift typing keyboards, long battery life, a sensitive trackpad. Writing my book on this laptop I believe is going to be great fun."
1408,5.0 stars,"  Wonderful and amazing product , very very fast than any PC. I was skeptical about buying the thing, but got it at best deal @ 49000 at amazon. Writing this review,nearly 4 months since the purchase. I loaded some of the heaviest software like Adobe e learning Suite along with various other software. Works amazingly fast and without any lag. Planning to purchase 128 ssd card if fall short of memory in near future. But till now working as it was on the first day."
1409,5.0 stars,"  I've been using windows since I purchased this one,believe me its supercool. 10/10please don't compare with similar spec devices, the os optimisation is mind blowing....its the best."
1410,5.0 stars,"  Product was delivered within 18hrs of purchase. Good deal for INR 39,472. Great product, long lasting backup, absolute value for what you pay."
1411,5.0 stars,  Its just been one month for me.Track Pad is amazingly smooth.Performance is good with different apps(I have installed Adobe Photoshop and Illustrator).System boots up with in a minute ....Screen is just average.Battery back up is not as same as offered. I can use for just 4 - 4:30 hours without power..This is meant for an average user.
1412,5.0 stars,"  I am telling u , its for real that no one can even come closer to MacBook Air ,and I am not saying on its beautiful appearance , sleek design but what a technology inside and out. 12 hrs pure battery backup , its so smooth , what a multimedia piece and really as a coder its a holy grail for me. also I bought it really low at 41000 only , but m saying I am ready to pay 60 k for it. Apple deserve it. Amazon hats off for your 1 year free of cost and denial programmes . Amazon deserves full stars and apple 10 stars for it."
1413,5.0 stars,"  Packing quality.Product delivered before time, kudos to amazon for that, packaging was good, apple box was completely sealed.Storage-I got the 128Gb ssd model, after updating to High serria(latest OS), and installing java sdk 8, Android studio with 3 Sdks, anaconda(python), brackets and xcode 9, i am left with 79.27 gb of space.In the boxCharger with extra 3 pin powercord.It is magsafe, so you dont have to worry if someone yanks your cord.Apple Macbook Air2 apple logo stickers.Build qualitySuperior, feels very premium and high class, also the apple logo glows.DisplayMany people are comparing the display of air to the pro model, which is wrong in my opinion, if you are comig from a mid range display 1366 x 768, this display will simply blow you away with its brightness and clarity, if you have used a full hd display, you might not feel much of a difference.Battery life.Yet to test it, but initial impression is great.Mac OSComing from windows, boot up time is fast, but that can be attributed to 128ssd as well.But the OS simply seems smooth and has no lag.Processor5th gen i5 processor with 8gb ram Android studio loads in approx 10 seconds, gradle completes in 6 secs.WarrantyActivated for 1 year, genuine product, but you can login with your apple ID to support and see your warranty."
1414,5.0 stars,"  I got this on sep 2017. I did lot of reasearch and was afraid to buy a Mac online.but finally I got it for 45k on big million sale. Many ppl said that they may give out old pcs,but it’s not .It’s a wonderful product not fake n amazon delivery is prompt.it has an amazing battery life and light weight.till now I hv no issues.when this mac sinks with ur iPhone it’s so easy to work with. No virus no lagging.i previously had two windows pcs but nothing compared to this. And the keypad dsnt make noise while pressing the keys."
1415,5.0 stars,  Simply amazing! The best ever battery backup! High performance. And not to forget amazon packing and safety for your product is incredible. Love the way they care for your product by the time it reach safe in your hands.
1416,4.0 stars,"  A very good product at a very good price. It ticks all the boxes except display. There is no retina display. So the display is not sharp. If you plan to use the machine for any visually sensitive work, please stay away. Otherwise please go ahead."
1417,5.0 stars,"  So far it is a great experience. I am a first time Mac user, have been using windows for last 12 years...transition to Mac book was smooth and easy...Loving each and every moment of it."
1418,4.0 stars,"  Apple MacBook Air is superb product. Built quality is amazing. But as far is seller is concerned, Cloudtail India is very unhelpful and non GST complaint and refused to issue GST invoice. The Seller is encouraging tax on tax and no seamless ITC."
1419,5.0 stars,  awesome ! this is my first apple product i was bit scared to get it online but it's worth it ! got it in a good deal tho :)
1420,5.0 stars,  Really enjoyed buying this...
1421,5.0 stars,  Been 6 months using the laptop. Can't go back to windows after this.I run some heavy applications like Photoshop and autocad. I was quite surprised they run on this.It's great for everyday use.Best for home office.
1422,5.0 stars,  Great product from Apple. Very light and portable with long lasting battery and smooth functioning. Got a real good deal from Amazon at 45k. Excellent service by Amazon prime delivery as always.
1423,5.0 stars,  Best product for the sweetest deal. Have been using Macbook Pro from 2011. Got this Macbook Air on Amazon Sale for an unbelievable price in exchange for the old MacBook pro. Factor in the offers from HDFC cards it makes it even sweeter. Thanks.
1424,4.0 stars,"  It's too early to write a review, but still it's an amazing deal to get this pdt @45k.got on time delivery and m in love with it's Stylo look and overall features.Thank you Amazon."
1425,5.0 stars,"  Great experience with amazon.This was the first time i ordered on amazon. The delivery was made 2 days before the mentioned date.The macbook air was packaged very nicely without any damage. The machine is awesome. Everything is so legit and 1st class quality as ever, the aluminium body is great, the magsafe charger is very convenient to charge, the whole experience was exciting and great."
1426,5.0 stars,  Fab! Don’t know why was I waiting so long for this!If size matter to you and you need a compact laptop do not even think twice and go for this.Very user friendly!I was a windows person the switch wasn’t very difficult !
1427,5.0 stars,"  The Mac Air heats up while charging but that's a common problem with Macs. It doesn't do much damage to the laptop. Everything else about the laptop is better than most products in this price range. The storage is low but you can attach an SD card or keep a hard drive with you. All in all, the pros outweigh the cons on any day. A highly recommended product."
1428,4.0 stars,"  Amazing product. Working fabulously. Had a problem with transacting zero EMI interest (credit card), however did the transaction successfully in the very first attempt through the same Bank debit card. That was a let down. Overall I'm a satisfied buyer. Cheers Amazon."
1429,5.0 stars,  What to say about this beauty...Screen resolution is something that Apple guys could’ve thought about.Rest... it’s amazingly perfect.Proud owner and Proud customer I must say.Thanks amazon for spreading smiles and making each buy worth satisfying.Thanks again.
1430,5.0 stars,"  Are ji, Fantastic over windows! No more waiting for booting."
1431,5.0 stars,  An excellent opportunity to own a master piece during great indian amazon sale  on the first day itself. Saved over ₹ 25000 . No need to scrutinize product as it is a MASTER PIECE.
1432,4.0 stars,  if you are a student like me Macbook Air is just perfect the specs are really good the price and I'm in India it cost me around 60000 or aprox 900 USD I've put the Macbook to the paces it handled it like a breeze really smooth operations and if you have an iPhone that is just like magic with both combined in small words just go for it and if you can spend a little more you could go for the starting model of Macbook pro 13 inch.
1433,5.0 stars,  Excellent delivery and product was in great condition. The entire process was so smooth. I highly recommend this basic macbook air for anyone considering a transition from windows to mac. You will just love it.
1434,5.0 stars,  Excellent product... Got it for 48k..Many people say the display is bad. I found it very good. Similar to what we get with laptops in this price range. Viewing angles are not that great but not a deal breaker.Battery life is just mind boggling. 10-11 hours of screen on time.MAC OS is butter smooth
1435,5.0 stars,"  Beast! Worth every penny! Great battery life, performance and looks. One of the best laptops ever made. My previous air lasted about 5+ years. Macbooks last really long. Go for it eyes closed if its available for anything lesser than 60k!"
1436,5.0 stars,"  I am really happy this purchase. This is by far the best laptop that you can buy for 45K (yes, i got it at 45K during the Amazon's sale)."
1437,5.0 stars,  Its amazing and really fine to use thank you Amazon
1438,5.0 stars,  Product is worth for each rupee you spent on this...But I suggest this laptop for the people who uses it for the softwares(engineering).not for gaming purposes.
1439,5.0 stars,  Unbelievably speedy delivery...and the laptop is to die for
1440,5.0 stars,"  Bought it for 47,990 on Amazon Sale,  amazingly light and fast laptop.  Delivered as promised in a day by Amazon.  Nice steal deal at this price. Storage is on a lower side,  rest all good."
1441,2.0 stars,  MAC OS SIERRA not working  properly.  It's showing error every time.  And other applications not installed properly.
1442,5.0 stars,  Its is just amazing . I use it for trading it is just perfect. Dear game lovers stay awsy from these . Battery packup is just amazing . I used to trade on hp laptop maximum battery back up is 4 hours . I can work on it non stop for 8 hours. They packed in a unique way .
1443,5.0 stars,"  Apple Macbook Air 2017 has been one of the hottest selling item on The Great Indian Amazon sale this year.Awesome system configuration at a price of Rs.44990 with extra 1500 off on your HDFC bank credit card.Best deal, ultimate customer service, reliability and good price."
1444,5.0 stars,  Superb product with great battery life bought at just 46k during sale day early in the morning.Product body is very sturdy and happy to see Tht warranty dates and everything are updated from cloudtail on apple site
1445,5.0 stars,"  Brilliant product. This is a work horse and the best laptop for that price.i bought it for 53k but the next day the prices dropped to 45k (sale was on)... however, no regrets. Super happy with this product."
1446,1.0 stars,"  I ordered it on 6th March- i arrived the next day. The next five months were smooth sailing with not a single issue, its 27th August today and my macbook hasn't turned on. No water damage or heat or fall, no physical damage whatsoever. It is within warranty so they are replacing the motherboard but i've LOST all my data. I am a professional who has many many VERY important files on my laptop. Thinking that its BRAND NEW and that it is APPLE i made the mistake of not backing it up. My bad!! Do not buy from this seller. PERIOD."
1447,4.0 stars,  Everything's works fine gives fluid experience. Those who come from pc would really love the overall experience. Only thing negative is its fifth gen processors and ddrr3 ram. But you won't find difference or lagging in real world. When you use it for heavy task like editing 4k it'll definitely struggle. Other than that everything's is cool.
1448,5.0 stars,  I had used DELL laptop for 5 years.After using MAC I think I wasted my time and energy with DELL.1. Does not get heated at all.2.Very fragile product. Handle it gently.3.Making PPT's and word documents is so easy and simple.
1449,5.0 stars,  It is so good for such a cheaper price from Apple. For extra storage you may use an external storage disc.  Thank you Amazon for your excellent service.
1450,5.0 stars,"  Pros:-This is my first Apple device and now i realised why Apple products are so costly. Yeah ! you guessed it right ""Quality"".Brilliant battery back up. I was using Dell PC before , that laptop inspite of having more amps of battery used to generally go out of juice before my mac.It charges very fast.Very light, so easy to carry in flight.Cons:-Mac OS has less apps than its counterpart Windows."
1451,5.0 stars,  Amazing laptop got in amazon india sale worth rs 45000 .Must go if u are getting this at 60000 also it totally worth it however it will take some time to get use to of it i suffered that😐but rome was not built in a day .Good to own a macbook air 😁
1452,5.0 stars,"  I needed a portable computing maching with good battery backup, good build ie durability, and which could handle coding and some other applications of my need. As per my usage, it happens to be the best machine I could have bought at this price. I have installed Windows 10 on a seperate partition using Bootcamp and it just works perfectly.Limited storage issue can be dealt with up to some extent using expansion cards."
1453,5.0 stars,"  Really proud to have this laptop.If you are a windows user, you will take time getting used to Mac .. otherwise it is really fast and good for normal browsing, movies etc ..."
1454,5.0 stars,  Awesome its with a new upgraded processor of latest gen as shown on apple website all the specs match. Got it for very less here on great indian sale. Wonderful seller ! cheers ! Absolutely worth it !
1455,4.0 stars,"  Screen is a let down, good option as a daily driver though."
1456,5.0 stars,  You have to out of your mind to not like this product.
1457,5.0 stars,"  Got this macbook for 36000 (with exchange of old laptop + 1500 cash back on HDFC card). I cannot ask for more. I’ve been using this for a fortnight and believe me its one of the best laptop i’ve ever come across. The trackpad, backlit keyboard, bright display, battery life, lite weight makes this a must buy."
1458,4.0 stars,  The Mac book air is a great device. My Mac book is running Sierra out of the box and is upgradable to higher Sierra. I must say that the glowing apple logo in the back and the slim and sleek design in very appealing to most apple lovers.
1459,5.0 stars,"  One of the awesome experience! Perfect Product with perfect price. Not even imagine able to purchase at 44k till last movement.even it's genuine product with correct warranty checked from Apple Warranty.Thanks Amazon for such great dealCheers,Sid"
1460,5.0 stars,"  Quality of the laptop is great. Love the Sound and Camera quality. Apps run faster. Mainly ""npm install"" is running faster than my Windows 10 PC :D Thanks amazon for the best deal and prompt delivery!!!"
1461,5.0 stars,  Got this beauty in lighting deal at 38k. Best ever.  Got delivered in 16 hrs. Fluid like butter. I wasted 34 k in Dell vistrit earlier with Windows 10.  OS is very very simple to use...
1462,5.0 stars,"  Got my Macbook Air. The packaging was excellent, well protected. The product was awesome. Everything is fine and I am very much satisfied. :)"
1463,5.0 stars,"  Good Product.However, i can never forget the tension i have had on the said delivery day.Unfortunately, its Amazon 4th or 5th Anniversary in India(2018). What a Poor Logistics team. Status in App is contradicting with the status on ground.U can buy costly products in Amazon only if u can able to take last minute delivery surprises and downhill of hopes. Un Happy Me on this delivery part."
1464,2.0 stars,"  Bad power management when I play music on the speakers. Heats up soon when I play video games. This of course is seen in many other reviews, and technically, this laptop is not built for playing games with. This could still be a set back for the machine."
1465,5.0 stars,"  Great device. Just started using it today and it is really light, sturdy and worth every penny for 57k"
1466,5.0 stars,  Awesome macbook air. The operating system is very easy to use. very comfortable too. no negative remarks about this product.
1467,5.0 stars,"  very good product and I am quite happy with my new mac. I am basically programming person. I have installed the OpenCV and Python along with MATLAB tool for image and video processing and it runs well on this machine. Those who love programming, as well as surfing, then must go with this.This mac will add extra feather in your personality."
1468,5.0 stars,"  Got it at 43,208 only 🤘🏽🤘🏽🤘🏽"
1469,5.0 stars,  I buy some expensive at price fluctuations but product good so don't matters  other things. Very fast delivery .
1470,5.0 stars,  Buttery smooth performance and premium design! Beautifully made and also powerful at the same time! Apple's optimization of power and memory is just unmatchable! Battery lasts quite long and sleep mode doesn't consume even a percentage of battery! Definitely recommended!
1471,5.0 stars,  Nice Product! Have been using it since for last 3 months now. No issues faced.
1472,5.0 stars,"  Really satisfied with the purchase, good packaging and on time delivery. Amazing,light weight. Nice deal, so quite satisfied."
1473,4.0 stars,"  A solid laptop from apple. Intended for light weight tasks and portability. It is amongst the last design from the Steve Jobs era. On the down side, its got 2012 hardware inside for a 2017 model. Please note that it has thunderbolt 2 and not 3."
1474,5.0 stars,"  Being a first time mac user,The laptop is excellent and beautiful. It is very thin and performance is great.Btw, I got the laptop for 55500 and got 9800 cashback as Amazon Pay."
1475,4.0 stars,  Every thing is great except heating issue and software availability like games
1476,5.0 stars,  Amazong laptop. I am enjoying it to the core. Thanks to amazon for the speedy delivery and also to the seller to whom provided the authentic product.Cheers👍
1477,4.0 stars,  Yeah its a good quality product and those who are saying that this product have some issue thats wrong i am working with mac from 1 month and i found until unless price was seen so you are mac right so it is worth of this prive
1478,4.0 stars,"  the product was all brand new , sealed and nicely packed, but there was problem during the initial setup . it got stuck in the time zone selection part for which i had to call the apple support team."
1479,5.0 stars,"  Nice product and time delivery.. very happy with this product...as per my personal experience if purchase from local so called malls you may loose around 10,000 more money .."
1480,5.0 stars,  Exceeded the expectations!Lightning fast delivery!Super priced deal!5stars to seller!!
1481,5.0 stars,"  Simply Superb.....No words about this amazing apple product, amazing battery backup and excellent service by Amazon reached safely with excellent packing..."
1482,5.0 stars,"  As expected, outstanding product."
1483,4.0 stars,"  Firstly, I got my mac for INR 44990/- from amazon. I got this delivered the very next day I placed my  order on amazon prime.Features are good and eye catching and the accessories they have provided is very much effective and have a very good look."
1484,4.0 stars,  Pros:Sleek and light weightBattery lasts for 7 hours approxProcessing speed is good. I am able to write and compile my codes in no time.ConScreen is not good.
1485,5.0 stars,"  Apple is Apple, best battery, best for everyday surfing and a real laptop. No better laptop I had was this close to being useful as Mac."
1486,5.0 stars,"  It was delivered with in time . I was not expecting it to be packed so well, I literally had to open three boxes and when i withhold the laptop, it felt amazing. No damages and i am really enjoying the laptop. Be free to buy from amazon 👍🏻😍"
1487,5.0 stars,  I looked at many other available products at the same price range. Thought of buying Mac though not a big fan of Apple. I have been loving this since I started using it. Just exceptional....
1488,5.0 stars,"  I am very happy with the overall deal. Purchase was of very high quality, as one would expect of any Apple Product. Amazon stood by its promise to pay 5000 rupees, as part of exchange deal. I paid 48000 rupees for the Apple MacBookair, 13.5"" computer. I had exchanged my 11"" MacBookair bought in 2011. Delivery was prompt and polite. I am satisfied with the purchase haze."
1489,2.0 stars,  Hinge is not good.Need to return it.
1490,5.0 stars,  Best buy for serious users who are tired of windows laptops hanging or crashing. Battery life a BIG advantage as you can go an entire without plugging in the charger. A must buy for business users
1491,4.0 stars,  Works perfectly fine. Gave four stars because it does not have a retina display yet even in 2017. Hope Apple changes this in the next model.
1492,5.0 stars,"  At this price point, trust me this is the best one which you can get ...-At least 10 & up to 12 hours of battery life-Amazing sound surround-Damn lightweight making it perfect for portability-A fantastic new experience for you (if you would have been using windows or any other OS)There are many other things you would love this product for..."
1493,1.0 stars,  Does not switch on.
1494,5.0 stars,"  Got Superb Deal at Rs. 44 k, Awesome Product, super fast delivery from amazon..."
1495,5.0 stars,
1496,5.0 stars,"  Love it. With exchange got it under 40k. MS office not there , need to install separately."
1497,4.0 stars,  Satisfied with the product. The packaging was very impressive and it was delivered earlier than expected. Thankyou!
1498,5.0 stars,"  Initially little hesitant to buy this online due to quality & brand new issues. After receiving, verifying & using it for 15+ days i am completely satisfied with Price, Quality."
1499,4.0 stars,"  For the price I got after exchanging my laptop, I can't really complain, except there is a funny strong plastic smell to the laptop."
1500,5.0 stars,"  This is my first Mac product, I brought this one after reading multiple reviews online (though i am not fan of apple products ) and felt it is worth for money. It has very good battery life and smooth working speed. I would strongly recommend this product is ideal for day-to-day personal usages."
1501,5.0 stars,"  What a fine piece of design and engineering! If you can get this, DO GET IT."
1502,5.0 stars,  The packaging was really awesome. I bought it with cashback and got it in 50k. This is the best laptop I've used till now.
1503,3.0 stars,"  1. Some sort of tuk noise comes when laptop is pressed a little at the bottom.2. Nssessiond consumed all my data in first few days. But after upgrading, it is fine now"
1504,5.0 stars,  First personal laptop and it’s awesome.iOS + MacOS = Flawless experienceBrand new product though it shows that Apple Telephonic support has expired which is expected to be there for 90 days.
1505,5.0 stars,  genuine product good packing
1506,5.0 stars,"  Really good product , can run adobe illustrator and other power hungry softwares with easeDon't miss itProduct build and design surely the best"
1507,5.0 stars,"  its a 10/10 product. delivery was done within 20 hours.Loving the light weight, battery backup and speed of chargingBeen using computers with Windows OS for over 17 years, simply enamoured with Mac OS."
1508,5.0 stars,  It's been more than 3 months and I am extremely happy with my MacBook Air. Thank you Amazon for such an amazing service.
1509,5.0 stars,"  Amazingly fast delivery with secure OTP, and God exchang offer, got 6100 rs of on my i3 2nd gen laptop. The product is amazing no doubt. Sleek and stylish and bang for buck."
1510,4.0 stars,  Thank you amazon...  For such nice product with best offer price...
1511,5.0 stars,  Very good price with in this price
1512,1.0 stars,"  Initially it worked well for two months , after upgrade of os it started giving problem of reboot . A very frequent reboot cant work now need to go to support process since it shows the memory problem"
1513,5.0 stars,"  Awesome product, although the product arrived a little late the packaging from amazon was very good. The first impressions on it was very nice, very good product, nice packaging, I would recommend you this laptop if you have your budget above 50k. No problems till now. Very fast and responsive. Thank you Amazon."
1514,1.0 stars,"  I have had a horrible experience , the shift key is stuck, I got it repaired from a service center and I am still facing the same issue. I had a Mac pro and it worked just fine for 5 years and this one started acting weird from second week. I don't recommend this product at all, I have always recommended apple products. But this one not up to the mark at all."
1515,5.0 stars,"  Need I say more....Apple... The name is enough! Amazing battery life, great speed, display. Can't ask for more. Just close your eyes and purchase this product"
1516,5.0 stars,"  LAPTOP RECEIVED IN PERFECT CONDITION. LIGHT WEIGHT AND PERFET FOR PEOPLE WHO TRAVEL A LOT, AS ITS VERY LIGHT WEIGHT. QUICKLY STARTS AND VERY LONG BATTERY LIFE. THE CHARGER IS ALSO COMPACT AND CHARGES THE LAPTOP FASTER THAN OTHER COMPANIES."
1517,4.0 stars,  Though the product was sealed and packed but the charing cord has a scratch which you can also see in the image shared. I think it is a cut piece product or company rejected one.#amazon #amazoncustomercare #complain
1518,5.0 stars,  Great product!
1519,5.0 stars,  The laptop is awesome.it is working as expected.Only thing is Storage concerns .Storage is 128 Gb which at time can be  problem otherwise u can go for 256Gb costing 17k moreThanks
1520,5.0 stars,  this is my first apple macbook air and i love it...great buy...good packing received in just one day and just love the product
1521,5.0 stars,"  Not much to be said, apple is always great in quality and the look and feel!!"
1522,2.0 stars,  Returned looking for Mac pro
1523,5.0 stars,  Macbook is a macbook...its all together different experience... Love it!!!
1524,5.0 stars,  what a wonderful machine
1525,5.0 stars,  The battery life is brilliant.... Such a pleasant experience using it.....best PC one could get
1526,5.0 stars,"  Just go for it... If you can spend 60k, just don't look beyond.It is worth it. Using for one month, didn't faced any issues yet."
1527,5.0 stars,  No need of review. Apple is great. Cloudtail is authentic. Everything is superb in MacBook air.
1528,2.0 stars,  I don't know what the hell going on it have been two time switch off aromaticly and did not switcu on and i also visit in service centre but same problem...what i have to do i'm confused
1529,3.0 stars,  very low memoryNot  good buy
1530,5.0 stars,"  The products simply awesome. Since I'm already using Linux, this Unix based machine is very easy to use and performance is really good. Got High Siera update too."
1531,5.0 stars,"  Awesome product delivered by Amazon, I got my first Apple device as MacBook Air , it is excellent,just love it ,"
1532,5.0 stars,"  If you're not in the computer industry buy macbook air. Its functions are pretty amazing for basic use. If internet, videos, battery life and portability are your requirements then buy this!"
1533,5.0 stars,"  Its a fantastic machine, very smooth touchpad, fine keyboard and awesome performance. Now I will never switch to windows and thanks Amazon for giving too much discount."
1534,5.0 stars,  The product is as good as it is. Worth all the hype and attention it gets! Great stuff. Vintage Apple.
1535,4.0 stars,  The product is good for basic users. However I am unable to log in to FaceTime from beginning.  Any help in Kolkata India.
1536,5.0 stars,"  Apple MacBook Air MQD32HN/A Ultrabook, the laptop is a true amalgamation of outstanding features and stylish look. It offers a user-friendly platform, great performance capabilities and wide range of other latest specifications that make this laptop a good choice to purchase.>> Good Battery backup>> Slim and lightweight>> Great performance>> It comes Stereo Speakers. The laptop harbors 128GB SSD storage, that's up to 17 times faster than standard 5400rpm standard HDD storage, this along with its powerful configuration makes this device much faster. On the connectivity front, the options present in this MacBook includes Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1, an  SD card reader, two USB 3.0 slots, a microphone jack and a headphone jack.>> The MacBook packs a FaceTime HD webcam of 480p resolution, that allows it to showcase you in a much better way during video calls and also take good photos. The laptop contains a Standard Notebook Keyboard and a touchpad.  The laptop is powered by a Li-Po battery that can keep this laptop running for as long as 12 hours.>> This laptop features a 13.3-inch LED-backlit glossy widescreen display having a resolution of 1,440 x 900 pixels. It comes in a silver coloured body that weighs 1.3kgs. The MacBook sails on macOS Sierra of 64-bit architecture operating system. At the heart, the laptop is fitted with a 1.8Ghz Intel Core i5-6200U 5th generation processor along with 8GB LPDDR3 RAM, which ensures that the laptop delivers amazingly fast and smooth performance. It also houses Intel HD 6000 graphics processor that ensures lag free performance while doing some tough graphics related tasks or playing high-resolution games.Overall Great product, everything is just awesome…………"
1537,5.0 stars,"  Bought this in good deal, great laptop,fast and lightweight with power adapter. No mouse."
1538,5.0 stars,  This product does not require any reviews. buy it ...use it... enjoy it.
1539,5.0 stars,  its a amazing product for a normal user....amazon had a good packing also
1540,5.0 stars,  Awesome buy and wonderful laptop
1541,5.0 stars,  Super fast delivery. Amazing price.
1542,4.0 stars,  Very very useful. Battery backup is very good
1543,5.0 stars,  Steve iam a big big fan of yours .. thats the reasons i always buy apple products .If anybody want rewiew call me directlyI will blow ur mind with this awesome quality
1544,5.0 stars,  Awsome delivery and screen quality i mostly do work on adobe dreamweaver all works superbVideo quality is good
1545,3.0 stars,  The Serial number on the product and the serial number on the laptop are different.
1546,5.0 stars,  Love the product. But the price got dropped huge due to the festival sale. Never expected. Very disappointing price drop.
1547,5.0 stars,"  The product meets my work requirements, and above that it is light, easy to carry, and affordable."
1548,5.0 stars,"  Ordered it on 21 September for 44,990 and got it today .Great experience with amazon .Macbook Air is really looking cool ."
1549,5.0 stars,  Very good apple product
1550,4.0 stars,  Loving it so far...1 star less because the capslock key is a little defective...doesn't press at once.
1551,5.0 stars,  Perfect purchase from Amazon. Happy for the performance.Good Price ... very good product.. Personally recommend for the product.
1552,5.0 stars,  The product is what it is and there is nothing to review about its capabilities. I wanted a MacBook and after looking at multiple outlets for prices amazon had the best pricing for this product. (With offers combined)I ordered the product on prime and there was a deficit on stock and by that delayed my delivery by a couple of days. Other than that the product was as expected. Delivery was smooth and as expected. The retailer is Appario retail and to my knowledge is an amazon subsidiary.
1553,5.0 stars,  apple Is apple
1554,4.0 stars,  Got this for my dad. That one star off rating is for the OS not the hardware as supplied.
1555,5.0 stars,  Great....working fine.
1556,5.0 stars,  MAC is MAC..Once you get use to it. You won't go back to Microsoft. I use this for editing.For more info. Checkout my youtube channel CrayLyf Rohit
1557,5.0 stars,  Excellent product. Same as my friend bought form retail store
1558,5.0 stars,  Excellant. Speedy and perfect delivery.Love it.
1559,4.0 stars,  amazing product. so happy to receive the most awaited gift for myself. Nicely packed.
1560,4.0 stars,  Very Good product and fast delivery.
1561,5.0 stars,  Amazon is amazing 54k for worlds best laptop
1562,5.0 stars,  As always Apple does it again...And salute to the Amazon team for giving it at a wonderful price and special mention to the pristine packaging...Beautiful..
1563,5.0 stars,"  Amazing laptop, smooth sleek and sexy, delivery was on time , Thank you so much Amazon !!!"
1564,4.0 stars,  I'm so glad to have it received for 45k.
1565,5.0 stars,"  It is a great product, Perfect lappy.I love it."
1566,5.0 stars,  Apple always delivers great products
1567,4.0 stars,  My Mac gets heated in about 30 mins of  using it..is it normal? Please revert asap as today is the last day of replacement
1568,5.0 stars,  Best rate got from market value for money great quality
1569,5.0 stars,  Awesome latop priviously was using Windows laptop. Apple Mac book very light weight
1570,5.0 stars,  It's a grt prdct...I m vry happy'to used this prdct. Genuine prdct & on time delivery....👍👍
1571,5.0 stars,  on time delivery. loving my mac
1572,5.0 stars,  excellent
1573,5.0 stars,  Got it in 2 days.Extremely happy with product. Its hardware is best though insides not updated(like i5 5th gen) but got it for 44990/- so happy with what i got.
1574,4.0 stars,  Very good product. Great Experience. I have given only 4* bcoz I switched over from Linux to Mac. Feel difficult to run some Linux based scripts here
1575,5.0 stars,"  Awesome... Amazon delivered it in 4 days.. packaging was good.. it's 20days I am using it, no issues yet.."
1576,5.0 stars,  There is nothing to say abt Apple products
1577,5.0 stars,  Excellent product...:-)
1578,5.0 stars,  Delivered n value for money thru ths site
1579,5.0 stars,  After a long wait finally bought it. Mac is superb. Got a good deal for an exchange.
1580,5.0 stars,  Nice
1581,5.0 stars,  Best decision I have ever made. Good purchase.
1582,5.0 stars,  Its a nice product for this cost.Even I got six thousand as cash back.
1583,5.0 stars,  Worth buying.Unique one.Happy with Amazon & Cloudtail India.
1584,5.0 stars,"  Amazing laptop !! Quick shipping. Bought it for Rs.44,990/-  in sept 2017"
1585,4.0 stars,  Love it!
1586,1.0 stars,  Given internal manufacture defect product and not resolving my problem
1587,5.0 stars,  It’s been 4 months and the computer works perfectly. I believe I can finally trust online shopping.
1588,4.0 stars,  Pros:1. Real long-standing bettery2. Apple brand name to show offCons:1. Only 126 GB space2. Not Suitable for programmer
1589,5.0 stars,  Delivered today. Poor size mismatch both length & breadth wise makes d look of my M1 mobile a worst of its kind after fitting. Wonder how a company like Amazon sells it without verification.Ashish
1590,5.0 stars,  Mac book does not require a review.
1591,5.0 stars,  Very light weight yet durable. Quality of Apple Brand and prompt delivery by Amazon as well. Very much portable.
1592,5.0 stars,"  Awesome product, exceeded my expectations.Great specs !!"
1593,1.0 stars,"  second hand product, don't buy this. It is used, battery power is low, stand by power is only 4 hour."
1594,5.0 stars,  Working Great
1595,5.0 stars,"  I have bought it in May 2018, I must say it has got an amazing battery life, is very light and easy to carry. The display is extremely good and so are the external speakers."
1596,5.0 stars,  Best and safe product
1597,1.0 stars,"  This just to highlight the type of service I got from iCare in Bangalore. Paid twice (INR 4k) just to get the Macbook Air diagnosed which is just 1 year 6 months old. And then i got a WOW factor...Diagnosis Details: Checked and Found device is not powering on. Did SMC, PRAM and checked with known good power adapter - Still same issue, Cleaned and reseated all the connectors and checked - No go, Checked the device with bare minimal configuration and power on pads - same issue. Suspecting issue in Logic board, hence need to replace the logic board under exchange price to check further.Amount to be paid Rs.48248😳,Not getting any answer why? Is this Apple.... what a customer support. In-fact the service Guy informed that these issues are frequent with MacBook Air. This is the worst Service support have ever got from any Brand....."
