,stars,comments
202,1.0 stars,"  You're taking a HUGE gamble if you purchase the Surface Pro 7. Microsoft clearly doesn't have great quality control, as detailed below, which is disappointing considering how expensive this is. Why they're aiming for college students who are in need of a reliable & affordable device is beyond me.It seemed well built at first glance - I loved the pen combo and it allowed me to quickly take notes & screenshot my ebooks for class.  However, I quickly ran into problems during setup. I was greeted by the blue screen of death after connecting to wifi...Okay...a bit concerning but the device restarted on its own with no issue. I began using it for homework and noticed a weird lag + it became very hot while opening programs and apps. Strange, but not hugely concerning...A day later when I go to wake it from sleep, I notice the face ID scanner turns on but the screen does not (see pics). I google how to reset the device using power and volume buttons... no dice. I plug in an external monitor and boom - as you can see from the pics, it displays on the external monitor but not on the device screen. I can only conclude the screen is defective and nothing I do will fix it. Restart/reset/power on/power off..NOTHING works.Needless to say, I returned it immediately as it lasted only 2 nights. Maybe I'm the only one with a defective product but this begs the question, ""How soon will this happen to other people down the road when their warranties or return windows are no longer open?"". There's only a 1 year warranty on this product and it cannot be repaired by normal means - they replace the entire thing instead. I implore you to research other options and carefully consider the reliability of the device you choose. I hope in the future companies stop choosing form over function and quit making disposable hardware."
203,5.0 stars,"  I have been looking at tablets, mainly to use with my music for when I play out, but hadn't considered a Surface Pro until it came up on VINE.  Hooray!  It's much more than a tablet.  I'm an Apple gal at home, but this Microsoft computer is very fast and flexible and can go anywhere with you.  It starts up very quickly and everything just pops up almost instantly.  (of course I don't have any large programs like Photoshop on it yet.)The 64 bit processor should handle anything. It took a little getting used to Microsoft again, but It wasn't bad.  Microsoft 10 seems to be better and more intuitive than previous versions I've used at work, still not as user friendly as my Apple, and I get lots of updates, but Microsoft is getting improving. The graphics are surprisingly good for such a small screen.  I watch movies and Netflix on it and they look great. It has a little fold out stand attached to the back so you can view it at an angle on your desk. You can buy the optional keyboard. pen and mouse.  I already had a spare keyboard and mouse so I didn't order them.  I have a small Acepen pad that I can use when I need the control of a pen. (If you are adding these I suggest a hub of some sort as the plug in slots are limited.)  I don't use any of them very much because the touch screen is so amazing.  You can also control it with your voice if you like and it'll talk back. I haven't used that feature much yet so I can't really say much about that aspect other than it's a bit like Siri.  This computer has lots of options for customization. It comes with a trial version of Microsoft Office suite, but fortunately I still had a an older version of Office that I uploaded.  It won't get updated, but I won't have to pay a monthly subscription either which still kinda irks me to be honest. I wish so many software companies weren't going that route.  The SP7 has several other useful programs preloaded and the games are fun. The display is plenty big for my music or for watching videos.  I have started using it, for my sheet music.  I have uploaded 400 songs and counting.  I found a program to manage them that I also love called Mobile Sheets.  It's everything I could have hoped for in a song library system.  Back to the Surface Pro 7.  It's small, thin and perfectly portable.  I ordered this case for some protection:  https://www.amazon.com/gp/product/B07VRXDC6H/ref=ppx_yo_dt_b_asin_title_o00_s00?ie=UTF8&psc=1It is a perfect fit and folds flat or can work with the built in stand of the Surface Pro 7. It is perfect for using on my music stand.  I also have a lap desk that I can set this computer on with keyboard and mouse.  It works really well or late night Netflix viewing. I don't know when I've had so much fun with a computer.  As I said in the beginning, I was looking for a basic tablet, but I got so much more with this Microsoft Surface Pro 7.  The downside of this machine is the price.  I would have never paid this much for a secondary computer, especially a non-Apple unit.  It has started to come down a bit in price so hopefully it will be a better deal soon.  Overall I'm very excited and happy to have this machine.  It has exceeded all my expectations."
204,5.0 stars,"  I set up the surface pro knowing nothing about it (I’ve only ever previously had an older iPad). I was pleasantly surprised that it’s basically your computer in tablet form!Set up was insanely quick and easy considering I already had a windows accountThe surface pro runs quick! I’ve had zero issues with lagging or slow downs. My husband loves using it to watch videos. The picture quality is excellent as wellI love how versatile it is in that it can be used as a tablet or as a laptop. I find myself wanting to get all of the accessories for it!Charging is pretty quick and I love how easy the cord connects to it, i don’t feel like I have to wrestle it (or like it’ll eventually wear out). It’s easily lasted us 8 hours of use per cycle."
205,2.0 stars,"  I'll keep it short and sweet and will only point out the problems and shortcomings that make absolutely hate my Surface Pro 7:1) as you can see from the photos I uploaded it gets REALLY hot, especially when plugged in, to 115-118 degrees routinely. Gets to about 108-110f when not plugged in.2) the battery life is about HALF of what it was on Surface pro 63) the gains in speed are non-existent really, no difference between the i7 processor I used to have4) slow SSD, previous surface showed same or greater performance numbers, same goes for ram5) the keyboard cover, when not used, continuously disconnects from the device and makes the screen rotate by disconnecting the autorotate sensor6) my device, matte black, scratches and dents way too easily and the scratches are highly visible. The keyboard cover is made of a material that seems to absorb all dirt around7) the keyboard cover is VERY flimsy and it's impossible to use it on your lap8) the usb-c port is kind of useless because the device doesn't come with any adapters, they have to be purchased separately.9) the following is true for all ms surface pro models: Speakers are tinny, the sound is simply weak and very quiet, both cameras are just trash, the touchscreen isn't very responsive, restart time without hibernate feature is about 35 seconds, which it shouldn't be because it's a brand new i7 with a supposedly-fast ssd.I'm very disappointed with this model. Before I bought it I was hoping that Intel's new 10nm processor would make my device faster and the battery last longer but it has the exact opposite effect!!! This is a downgrade, not an upgrade by any measure."
206,1.0 stars,"  Microsoft sucks. I thought they were the best.Here's the problem before the university started. I had purchase a Surface Pro 6 before starting school. Of course the guy at Best Buy said that the Surface Pro 6 was the best because he had one wrapped around his neck (but then again he wasn't going to school).So I purchased the Surface Pro 6 with all the bells and whistles over $1,000.During the first semester of school (August of 2019) the Surface Pro 6 had no updates everything was going fine. Then in February of 2020, I got an update once a month gradually to once a week from Microsoft updating windows and the Microsoft system.Now August 2020, I get updates once a day. I cannot finish my homework because Microsoft wants to update the Surface Pro 6.I try to get help from Microsoft but they can't answer my calls (I don't understand this because I'm sure Microsoft employees work from home) for the next 3 hours. And when I type in which takes time, my complaint is to no avail.I thought Microsoft was solid but they suck.During last semester they change the Microsoft Word and I had to keep on complaining to Microsoft on the Microsoft feedback which is a bunch of crap. At the time of my complaining the Microsoft Word was glitching and crashing (what gets me is I'm paying a monthly fee for the Microsoft 360 and yet it's terrible and the updates. I'm paying you a monthly fee and I never asked you to update my Microsoft Word just leave it at it is. If it ain't broke don't fix it.Just like with cell phones these companies want to update and take up all your internal memory so that you can go back and say my computer doesn't work and then they want you to either upgrade or to buy a new computer.My friend bought an HP from Best Buy for only $300 brand new. A little bit bigger than my Surface Pro 6 and she's had no updates from Microsoft even though she has Windows for her system.I'm telling everybody right now don't buy Microsoft.Because of the frustration during my homework time and examinations which is stressful, I am going to make it my lifetime goal to place on every review this dissatisfaction with Microsoft.I am also going to copy this and paste it on Surface Pro 6 reviews and on any Surface Pro products on amazon.com reviews. In addition, I'm going to file a complaint with the Federal Trade Commission for them to investigate to see if Microsoft is updating for monetary gain against the consumer.Bill Gates needs to get off his covid-19 and political ambitions and start refocusing on his products. I feel that there was a change in administration hands during 2020 and that is why Microsoft has gone to the dogs.If your product is solid then why are you updating so much. I have had 3 laptops in my lifetime and none of them gave me problems with updates or glitches or crashes like the Surface Pro 6. So to me there's no need for updating this is just some kind of marketing or monetary scheme. Or the surface pro's are junk.MY SCHOOLING IS VERY IMPORTANT TO ME AND IF YOUR PRODUCT CAN'T CUT IT THEN YOU SHOULDN'T BE SELLING IT TO STUDENTS WHO ARE STRUGGLING!P.S. don't say you're sorry or you're concerned with my dilemma because you're not. Do me a favor in any other consumer and fire whoever's in charge of the Surface Pro. And quit screwing around with Microsoft Word again if it ain't broken don't fix it."
207,5.0 stars,"  This computer is not so much a tablet as a light laptop.  With an i7 chip and a 256 gb, this machine has as much memory as my laptop, and it's faster.  From the picture, I thought it came with a keyboard.  It did not, and I was disappointed about the extra expense.  However, it needs some sort of cover and I wanted a keyboard.  Microsoft's Signature type case cover fulfills both functions, and it is an excellent keyboard.  The keyboard fits magnetically onto the bottom of the SP, but it is easily detachable.  I also got a case for additional protection.  In fact, it is easy to use the SP's touch screen as a keypad for typing the same way one types on a smart phone.  The SP works fine as a tablet;  I detach the Signature keyboard and use it to read a book.  (Actually, the keyboard can be folded behind the SP as well.)  I downloaded my wordprocessing program (NotaBene Lingua), and it runs perfectly on this machine.  I prefer travelling with this machine over my laptop because it is so much lighter than the laptop.  I can open the laptop on a plane, but the SP is much easier.  The SP's screen is terrific.  I prefer it for watching movies over my laptop and desktop screens, even though it is smaller.  I like the touch screen, though I don't use it that often.  For me, the surface pro is basically a light laptop.  Using it is like using a laptop.  There is room for one USB device.  I usually attach a hard drive.  There is also a USB  C port.  The Amazon product page says USB C port should be good for ""accessory charging.""  I tried charging the SP through it, but it didn't work. There is a place for wired earphones, but the bluetooth system  is what I usually use to listen to music and films.  The charger that comes with the SP has an unusual connection.  It works well, but it has no light to indicate when the SP is fully charged.  The light comes on to indicate the SP is charging, and there is an icon on the screen that tells you when it is fully charged, but I would want to know before I turned it on.  My only reservation about the SP is the battery.  It does not hold a charge very long.  I'd compare to using a smart phone.  You can use it a lot, but you're always looking for a charger."
208,4.0 stars,"  I wanted to use this for at least 30 days before giving a review, just to be fair, and I haven't used a tablet in a while. so needed to get familiar with it.  I use my desktop for just about everything (Dell 7020 i5), and have been using Windows 7 forever.  The thought of being forced over to Windows 10 is disturbing to me, especially with all the security issues Microsoft has been having with updates lately.  Granted, I'm not rich, and not running any municipalities on my PC, so don't have anything hackers would be after, but don't want my PC freezing up with a screen telling me it's gonna cost me $300 bucks to unlock my computer.  Anyways, I'm down to 9 days left with 7 before security updates end for it, so Windows 10 had to be learned to use.  This has Windows 10 Home edition installed, you can pay to upgrade if you want to do it legally.  It'll take me longer than 30 days to get used to it, as did 7 when I first started with it years ago.  This tablet is fast, with the Intel i7 inside, and performs all the tasks I need it to do.  16GB memory is great, letting you perform multiple things at once, and I have not experienced one problem with freezing up or lagging from to much going on at once.  A 256GB SSD is built in, and plenty of storage, and the ability of plugging in an exterior hard drive makes storage nearly unlimited.  There is one USB port, one USB-C port, and a headphone jack, giving you options to plug in multiple accessories.  It comes with a charging cord that plugs in magnetically, and lights up so you know its connected.  Speakers are pretty decent for a tablet, and louder, with clear sound than I expected them to be (at least for me, at 60+ years old, I don't listen to music as loud as I used to in the 70's, and Zeppelin is just as good with the volume a little lower!).  It has the standard power button next to the volume +/-  button, all built in to a matte black housing.  The tablet itself is pretty hefty, and I was surprised at the weight.  It's solid, but heavier than expected it to be.  The bezel is a big issue for many.  Phones and PC monitors are going towards near invisible bezels, and this tablet design is nowhere near a thin bezel, and quite wide.  When the tablet is 12.3"",  every square pixel is prime real estate, and the bezel eats up a lot of it.There are plenty of ways to personalize this tablet, and way to many to go into here without writing a small book.  I found I could personalize this nicely, and almost anything I wanted to add, view, save, or run was not beyond it's capabilities.  One big issue I found was the ability to run Firefox, or some other non Microsoft software or programs.  But Firefox is a big thing for me.  I've been using it for quite a while, without issue on any device, until the Surface Pro (and I'm not alone here, many have the same problem).  Firefox constantly will freeze up, stop working altogether, or any number of unexpected issues I never had anywhere else, and seems Microsoft wants you to use Edge over anything else.  When you spend this much for a tablet, or any device for that matter, it should be able to run whatever browser you want to use, as long as it meets the criteria for running it, and not have built in (whatever) that causes this issue to happen.  I found Chrome will work fine, and will automatically update itself to 64 bit to run the correct version with Surface Pro.  It also seems to be getting easier to run Chrome apps, as well as Android apps on here, and I've had very little issues with any I've tried, without having to run anything rooted, or with any app to help make them work (like Bluestacks).  I think almost every Surface Pro before this one had issues running any of this, but since the release of this model, or at least in 2019, Microsoft is working with Google, and developing apps and software to run on/with both platforms, a huge benefit to users everywhere.  The Windows 10 app store is limited as to what's available, and the ability to download from Google Play, without having to monkey around finding backwater ways of doing it, is awesome.  Google Play, as almost anyone with an Android device knows, has almost endless lists of apps, with better quality apps being developed all the time since Google has demanded more and more from developers.  Another issue is battery life.  Obviously, this is dependent on what's running, what's running in the background, and how much you use it.  I found that even with not much running at all (including background), I don't get the 10.5 hours battery life out of it before it needs recharged.  I do find that a recharge to 100% from below 10-15% is fairly quick, and now I usually just use this while it's plugged in.  About the charger, there is a new one from Microsoft that not only has a port for charging USB devices built into it, but also sports an Ethernet port as well.  I got the one that has the USB port only, and use it to charge my phone when needed.  The new charger is a nice little device, and easily connects this to Ethernet if you have it available.  Sells for an average of about $60 bucks, depending where you look.  Also, this does not include the Microsoft Keyboard Cover, or any Surface Pen.  I have not obtained either yet, but have tried cheaper stylus pens.  All have failed miserably on here, but when I had a chance to try a certified Microsoft pen, it worked beautifully.  Not having a keyboard and pen included with this, is like trying to run a sprint race with a broken ankle.  You can run, but definitely not at your full potential.  Why a tablet at this price doesn't include even a low end version of each is beyond me.  It would give the buyer a chance to see how this works when it is complete with the two essentials it's missing, and encourage them to upgrade to something better.  When spending $1400 bucks, even if they had to add another $50 bucks to just cover their cost of adding a pen and keyboard/cover, how many wouldn't pay the extra $50 if they decided to spend this much already for the tablet?  Also built in are a 5MP and 8MP camera, front and rear respectively, and the camera takes pretty decent pics for mediocre MP cameras.  A webcam is also present  for those who use one.  I personally do not, and can't give any sort of review of how well it works.  All I know about webcams is that I constantly read horror stories of people having the cams hacked, and being spied on and never knowing it.  When I first got this, and saw that red light looking at me where the webcam is, I immediately got a cover for it.  I doubt anyone is interested in spying on an old man like me, and hacking into my webcam, but this world is full of those ""people"", lurking and living in their parents basements (we're talking about 30-50 year olds, not teenagers here), who spend their days inventing ways of hacking into everything, and if the largest corp. in the world can't keep them out, what chance do I have.  Anyways, it's covered up.  Don't want to see pics of me in my white boxers with hearts on them on the internet one day.  The shame alone would do me in.There is a lot to review on the Surface Pro 7, and I could go on and on, but want to keep this within reason where you won't get bored and just leave.  This sells for $1,399.00 (as of this review, with Intel core i7, 16GB ram and 256GB SSD), and a lot of money for a tablet, with no keyboard and pen included.  Granted, this model, with Intel i7, 16GB Ram, and 256 SSD, definitely builds the price way up their, but their are many alternatives to this same model Surface Pro, and different configurations can bring the price higher or lower, depending on what you want in it (or can afford).  Overall, it's a great tablet, and works fantastically at lightening speed if you use what Microsoft wants you to use to run with it.  The price of this model alone will keep many from being able to purchase it, but those who can, will get a high end tablet that can compete with Samsung head to head ( at this price range), and have the ability to do so much with it.  The best tablet I've ever owned, runs faster then my Dell i5 desktop (although i5 is still pretty fast), and a pleasure to own.  It should last a long time, and hopefully can updated for continual use for the next several years."
209,5.0 stars,"  While many other people are considering and comparing whether or not they should upgrade their surface pro to this one, this is my first experience with one and I'm beyond pleased with it. It works so well! It's everything you'd want in a tablet, and everything you would want in a laptop, all in one device.Normally if you get a tablet like an iPad, you're not going to have all the same features like you would with a laptop. Tablets tend to have their own strengths and tasks they do them well, then just have add on's to make them work like laptops. And laptops have features they can make them more portable, with tablet-like software and lighter designs. But the Surface Pro is a true marriage of the two. It's an amazing tablet, but also a full featured, powerful computer. I love it.All the software I've used with this has ran smoothly and everything I work on responds quickly. It's thin enough that traveling with it is easy. Not at all as heavy as a typical laptop. But it still has a nice size, bright screen so it's easy to work on.It's just hard to even think of ways this could be improved upon. Whether you're a tablet person or a computer person, this is a device for everyone."
210,5.0 stars,"  Touchscreen is excellent. Battery life is excellent when considering its power (i7 16Gb ram) -- Fan is amazing at keeping it cool. Its a super powerful little laptop/drawer.I used it for progamming. Writing memos and design proposals, drawing, taking notes, you name it!Do yourself a favor and get Autodesk: SketchAlso move the taskbar to the left or top so you dont press it by accident while writing.ALSO -- contrary to what you may have heard, it CERTAINLY charges via the USB-C (and probably faster than its own adapter). Dont use a dinky phone charger like the other people -- use a proper USB-C laptop charger. I use my HP 65Watt USB-C charger that powers my wife's macbook pro, works like a charm.Typecover is a must. And I actually find it comfier to type on my lap than a laptop.Only con which I could care less about is that the camera is soso -- like a phone cam. Maybe the camera itself is good by the software blows? IDK IDC."
211,5.0 stars,"  I've been playing around with this Surface Pro for a few weeks now. I am very accustomed to the more traditional laptop form factor, but when I got the chance to try out this Surface I decided to give it a shot.Overall as a tablet this thing is top notch. It has a formidable amount of processing power, RAM, and storage, allowing it to do anything you might want a PC to do, in the size and shape of a large tablet. It's great for web browsing, watching videos, reading news, basically anything that doesn't require much typing.I am very impressed by the hinge on the back of the device. It's a super thin mechanism, but it has the strength and stability to allow you to prop the tablet up on a table in basically any angle you like. Some serious engineering effort must have gone into that, and I tip my hat to the people who made it happen.For me, I don't think this could replace my laptop. I wanted it to work out, but I find the tablet shape to be a bit too constraining for the amount of typing I do. The on-screen keyboard suffers from the same low maximum speed as all on-screen keyboards do. I was able to use the device on a desk hooked up to a USB keyboard just fine, and in this setting it could work just as well as any other computer on a desk. That doesn't really translate well into usage from a couch or armchair though. I need a solid physical keyboard in that setting, and even a tablet case with a built-in keyboard just isn't the same as a real laptop computer.While this didn't really get the job done for me, I could see its light weight and touch screen being a real asset for a lot of people."
212,4.0 stars,"  I really like the functionality of this tablet, and the fast speeds it can do things. It runs windows, so be prepared for lots of updates all the time.Battery life so far has been about 6 hours with nonstop use. I mostly use this for designing graphics in photoshop and lightroom, and not surfing the web.However, do yourself a favor and get the keyboard and pen with this. You will have far more usage out of it with those two extra items. A wireless mouse would also be a great addition, making this a nice small laptop!"
213,5.0 stars,"  This review is for the Microsoft Surface Pro 7 - 12.3"" Touch-Screen - Intel Core i7 - 16GB Memory - 256GB Solid State Drive (Latest Model) - Matte BlackThis new Microsoft Surface Pro 7 arrived well packaged and protected. The delivery was direct to my door by an Amazon driver and I had to sign for it because of its high value. The outer carton was in good shape and the product box was in excellent condition. The packaging is classy and befits a high price piece of hardware. I was enthusiastic about the rapid deployment of this Surface Pr0 from unpacking to start up and on to familiarization. My most used computers are a 15 inch Samsung Windows 7 LapTop with a Core i7 Intel chip and an Apple iPad. The former has Windows 7 installed and up to date. The latter has Apple IOS also up to date. I had not used Windows 10 until starting up this new Surface Pro 7.It took me an hour to set password and PIN and to set the date and clock time and to go on line to have Microsoft update the software in my unit. There are ample tips and suggestions. For the most part, I found the Windows 10 operating system intuitive and relatively easy to learn and to use. The unit came with choices of security software. I installed Norton Safe Web and was not asked to pay for it or warned about a future cost. As I use it more and more, I expect I will choose a best security suite and may elect to install IBM Trusteer. The standalone tablet with its touch screen has limited appeal for me when it comes to volume use such as major photo editing or drafting reports and letters. So, I paid a visit to the local Microsoft Store.The staff in the Microsoft store were enthusiastic about the Surface Pro 7 and eager to show and tell me its features and set me up to try a unit with a Keypad Cover and a neat Mouse that folds flat but opens as a highly ergonomic mouse and couples instantly to the Surface Pro. I also played with the Stylus. I decided to purchase a Keypad Cover in black and a mouse. The Surface Pro feels like a laptop with these additions. You have the choice of using the mouse pad or the separate wireless mouse or the touch screen for moving about the desktop, selecting, cut and paste and all other actions. The keypad has backlighted keys and is a pleasure to use for rapid typing. When closed the Keypad Cover protects the screen. The cover deploys easily and the screen angle may be set in many positions to ease viewing, defeat glare and more. These two devices cost me $185, but I feel they were well worth the money.The unit boots up faster than any previous computer I have owned. The screen is gorgeous. The Surface Pro 7 loads and plays videos without stalling or pausing to fill a buffer. I have yet to see a black or blue data failure screen after many hours of use. I was easily able to access Microsoft’s One Drive to use for back up and cloud storage. I was also able to easily access Apple iCloud and to download photos, read my Apple email and function smoothly in the Apple environment. I was able to delete images from my iPhone and iPad using the iCloud It was important to me to be able to function in both the Apple and the Windows 10 environments and this unit met my expectations.The software suite and the configuration of Windows 10 will be a learning curve for me, but there seem to be adequate tips and FAQs. I will have to decide if I want to pay an annual $99 for Windows 365 (Word, Excel, etc Suite) or use a much less expensive or free set of Apps for office work. The trend seems to be headed in the direction of subscription software; Photoshop requires an annual fee now. It will take me some time to master this Surface Pro and set it up the way that I find most productive, but I am confident it will serve me well for years to come. One Drive – the Cloud storage and retrieval system – holds promise of freeing me from making backups to local hard drives. The unit has two USB ports, A and C, making it flexible to couple to many devices. There is a headphone jack, a front camera, a rear camera, a physical on/off button, a physical volume rocker control switch and a magnetic plug in port for the charger. The unit will run all day long on a charge. It is thin and light weight and fits well in my messenger bag. When roaming, I prefer to use cellular data via LTE rather than risk a compromised wireless network. The Surface Pro is supposed to have a SIM chip installed, but I have not tried this yet. Time will tell. But, this capable computer gets a 5 from me."
214,5.0 stars,"  Received this in two days with my Prime student account. Everything arrived okay, no issues there. I am a sophomore at a university and I needed laptop because I had transferred to this new institution and the commute is around 45 minutes. I bought this solely for productivity purposes such as school work. Here are the pros and cons.Pros:- Beautiful design: I really wanted something minimalist and this is perfect. I bought the Surface type cover as well and it really goes well with the design, absolutely love the magnetic attachment.- Portability: Like I said, my commute is around 45 mins to get to school and 45 mins to get back. Because of this, most of my time is going to be spent at school, away from my desktop, so I wanted something portable and that could fit in my book bag. The Surface Pro 7 is the perfect solution! With the keyboard you can simply lift it up to cover the screen of the surface and it automatically goes to Sleep mode. It fits perfectly in my medium-sized Jansport backpack as well. Not to mention, the keyboard's material is amazing! Definitely recommend getting the keyboard along with the Surface (it has backlit keys too)!- Hardware: 10th Gen Intel processor, and you can choose whether to get the i5 or i7 (not sure if i3 is an option). I went with the i5 because I purchased an i7 for my desktop and realized it was actually overkill. Even with gaming on my desktop an i5 would've gotten the job done well at a lower cost. Also, as much as I wanted to get the 16GB RAM model for the Surface, I was on a budget so I had to go with the 8GB RAM. Even then, it can handle Spotify, CodeBlocks (coding IDE), and Google Chrome open with quite a few tabs such as email, YouTube, school portals, etc. and still function quite well, which is the most I'd need for it to do.- Crisp display: Everything just looks clean! Shows and movies on Netflix look so crisp, scrolling through websites using the touchscreen is super smooth; everything just looks sharp. Some people were reporting issues of screen flickering and I had that a little bit while watching Netflix but I forgot to apply a Windows update and that fixed it up. After that, no display/screen issues whatsoever.Cons:- Battery life: The battery life isn't the best. I haven't done any time measurements but I notice that it tends to lose battery rather quickly, I'd guesstimate around maybe 7 hours of battery life? I believe they were advertising around 11 hours which seems pretty absurd, but luckily I keep my charger around so it hasn't been too much of a problem but it's just something you have to deal with.- Camera: The camera is straight weird. It has this weird smudgy-looking filter effect (kind of). It's strange and I haven't tested it out in video calls or anything but to be honest I won't be needing the camera much except for taking online assignments where a webcam is required.All in all, I am in love with this thing. I take it EVERYWHERE and I'm always finding an excuse to pull it out and work on something. You know you have something made of quality when everyone in the room is asking, ""Is that a Surface?"" or, ""What kind of laptop is that?"". I've received a lot of comments already and my brother, who purchased an Asus VivoBook already wants to sell it to help him upgrade to a Surface, LOL! This thing just attracts attention and with good reason.Despite the couple issues I mentioned, I still highly recommend this device. This is perfect for college students, and I've even seen graduate/medical school students using it! Regardless of your needs, I'm sure the Surface can deliver."
215,5.0 stars,  Very impressed with this product. I recently took it on vacation with me and it was wonderful to watch tv on and play music. The graphics are great and the sound is superb. I want to get the pen that goes with it but haven't had a chance. It is not lightweight nor heavy but rather sturdy. I bought a screen protector for it and it works really well. The touch screen sensitivity is pretty great. I have not had any problems so fR and am enjoying using this for the basic tasks that I use it for. If it lasts I will pass it on to my kids.
216,2.0 stars,"  I was really excited about this device. It has sleek design, the screen looks great, it works like a charm with the Microsoft keyboard and mouse. Overall, I am a fan of this device, HOWEVER...The this computer crashes with no warning. I could be doing things as simple as just using a web browser. The screen goes blank, I have to press the unlock button and the computer starts like it is newly booted. When I get back in everything I was doing was lost (screens were closed, unsaved work gone). It is like the computer decides to shut down at random by itself. Sometimes it can go days with out issues and then sometimes it crashes multiple times in one day.From what I can tell Microsoft has no fix and/or does does not care about it. This is also not just a problem with my specific device. I had purchased a refurbished pro 6 and experienced these exact problems. I thought it was an issue with a bad refurbishment so I returned the Pro 6 and purchased a brand new Pro 7. Now it is having the same problems. Even more, if you go to Microsoft discussion boards there are TONS of other people who have expressed concerns about this same issue. Quite infuriating to be honest.If you haven't purchased one yet I would highly recommend reconsidering unless you feel like you wouldn't be bothered by your computer likely crashing. If mine wasn't conveniently out of the return limit I would. Now I'm stuck with an expensive, sleek, faulty device."
217,4.0 stars,"  I'm a CAD designer and I work in the AEC industry (AEC = architecture, engineering and construction). I have longed for a touch screen tablet style of computer with a pen/stylus that can write, draw and generally sketch in a natural and fluid way - the same way a normal ink pen writes on paper. Now obviously an ink pen on paper cannot be 100% replicated on a screen, however do not let that fool you. The Surface Pro 7, with the $99 Surface Pen, and the program Drawboard PDF, is without a doubt the closest thing you can get to redlining and marking up PDF's on a tablet - hands down. Nothing else comes close. But you cannot do this with Bluebeam - it must be with Drawboard PDF. Bluebeam needs a lot of work to get it to be as good as Drawboard PDF.The screen is beautiful. The kickstand is perfect, even folds back to almost flat, where the tablet is about a 5° rise above a flat desk/table for a very natural position when you're going to town on hand writing with the Pen. The Pen and pressure sensitivity is exactly where it needs to be. So fluid and spot on. The Surface and Windows know when your palm is resting on the screen so it never is a problem. I've used my Surface now for two weeks solid and zero issues with the palm resting on the screen.If you're in the AEC industry and looking for a great redline and markup tool, you must use Drawboard PDF. I've tried about 8 other programs, including Bluebeam, and nothing comes close.I also bought the Microsoft Dock for this thing and it's replaced my normal computer. I bought the i5 with 8GB RAM and I have had no performance issues. I have Navisworks Manage installed and it even handles relatively large models okay. I have not installed Revit and I won't, only to deter myself from modeling on this laptop. I'm more of a management role now and need to stay that way.If you are in fact a CAD or Revit designer, this probably would not replace your machine totally, but as a secondary unit to take with you to the field, to meetings, or to use as a replacement for paper - this is 100% your machine. Hope this review was helpful to those in the industry."
218,2.0 stars,"  Had a surface 2 prior. Keyboard was so frustrating I eventually snapped it in half. Didn’t fix the problem by rev 7. Will be typing along and boom the cursor is now somewhere else two paragraphs previous and now I have to fix it, if I even noticed. I spend most of my time fixing the writing, rather that writing the writing. Very hard to write with. I suspect the connection to the tablet itself. So buy and use another keyboard. I go down to my 10 year old dell win7 machine if I want to write just to avoid the frustration.Bought top of the line I7 version. Can’t sandbox anything. If you browse for any period of time, it will freeze up regularly. Unfreezes any where from 5-20 seconds later, but this is a flag ship product. Freezing the whole system while ads load in the browser is unacceptable.The face recognition login is awesome."
219,1.0 stars,"  If you are going to buy, proceed with caution. Make sure the model you receive is in fact the configuration advertised. Read the reviews, plenty of people saying they received a Surface Pro 6, not a 7. Remember 7 has USB-C, 6 does not, if yours doesn’t have USB-C guess what? You’ve been bamboozled!"
220,3.0 stars,"  I love the whole two in one windows feature. This is a real laptop (using one program at the time), all programs can be install and that is great. The issue is that it does not perform under a what a call a medium level work out. I have the core i5, 8GB with the 128GB storage. I bought this to work in a school setting. Well for all those who are thinking this is great for Zoom, browser and say Word or Onenote together, for get it. This get really hot quickly and it will crash on you. I am working from my replacement surface and things are the same. You need a fan behind so that you can cool it down. And yes I know the ones with corei7 have a built in fan but I really don't think it should under perform with 3 applications open."
221,2.0 stars,"  Microsoft has the worst customer service I have ever encountered.  The power cord worked sporadically out of the box and they were unwilling to send a replacement without first getting the original power cord back.  After waiting 10 days for their shipping label so I could return the original power cord, I spent 2 hours with their customer service team who admitted they made a mistake when opening up a case for the defect.  My only option was to then wait another 6-10 days for shipping label, then wait another 2 weeks to get a replacement.  My surface was unusable because it couldn't be charged and Microsoft was unwilling to send a replacement without the delays described above.  I will not ever buy another Microsoft computer again.  ."
222,2.0 stars,"  I loved the Surface, until now.  Unfortunately, the touch screen has stopped working.  I have brought it to see what can be done, told to factory reset, did it, worked for a day, and now not working again.I am sure I would have had this issue sooner, but haven't used a lot during the pandemic.  I bought it because of the touch screen feature.  Went on-line to see a fix, and see that this is bigger issue then I realized.  Lots of people talking about it.The speed, color on screen is amazing.I am so disappointed, as I really did like this Surface Pro."
223,1.0 stars,"  As you can see from the pictures, the internal battery is expanded abnormally.  It expended so bad and popped up the touch screen.  I can put a finger inside the gap, that's how bad it is.Be safe."
224,1.0 stars,"  Microsoft continues its age old tradition of making devices unusable through updates. I lost a lot of data and effort because an update was incompatible with bit locker encryption and Windows didn't catch it, downloaded it, and applied it when I restarted. The result is a big loss of data that will impact my work. Incredibly disappointed with this shoddy craftsmanship on M$'s part and will be considering a switch to MacOS for all my work devices."
225,1.0 stars,  when use.. in top of screen have some stain i think the screen damage because come and go..
